,hospital_pk,collection_week,state,ccn,hospital_name,address,city,zip,hospital_subtype,fips_code,is_metro_micro,total_icu_beds_7_day_avg,icu_beds_used_7_day_avg,geocoded_hospital_address,latitude,longitude,icu_beds_used_pct_7_day_avg
13082,330154,2021/02/26,NY,330154,MEMORIAL HOSPITAL FOR CANCER AND ALLIED DISEASES,1275 YORK AVENUE,NEW YORK,10065.0,Short Term,36061.0,True,40.0,24.3,POINT (-73.955801 40.764044),40.764044,-73.955801,0.6075
13104,330055,2021/02/26,NY,330055,NEW YORK-PRESBYTERIAN/QUEENS,56-45 MAIN STREET,FLUSHING,11355.0,Short Term,36081.0,True,113.0,61.4,POINT (-73.82525511455265 40.748180495849915),40.748180495849915,-73.82525511455265,0.5433628318584071
13105,330128,2021/02/26,NY,330128,ELMHURST HOSPITAL CENTER,79-01 BROADWAY,ELMHURST,11373.0,Short Term,36081.0,True,83.0,44.4,POINT (-73.88598 40.74434),40.74434,-73.88598,0.5349397590361445
13106,330193,2021/02/26,NY,330193,FLUSHING HOSPITAL MEDICAL CENTER,45TH AVENUE AND PARSONS BOULEVARD,FLUSHING,11355.0,Short Term,36081.0,True,36.0,28.3,POINT (-73.815645 40.755636),40.755636,-73.815645,0.7861111111111111
13108,330395,2021/02/26,NY,330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,327 BEACH 19TH STREET,FAR ROCKAWAY,11691.0,Short Term,36081.0,True,25.0,18.0,POINT (-73.75268 40.598675),40.598675,-73.75268,0.72
13109,330014,2021/02/26,NY,330014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,11418.0,Short Term,36081.0,True,62.0,53.3,POINT (-73.816302 40.701412),40.701412,-73.816302,0.8596774193548387
13110,330231,2021/02/26,NY,330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,11432.0,Short Term,36081.0,True,45.0,35.9,POINT (-73.803431 40.71698),40.71698,-73.803431,0.7977777777777777
13113,330028,2021/02/26,NY,330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,10310.0,Short Term,36085.0,True,73.0,32.0,POINT (-74.106693 40.63551),40.63551,-74.106693,0.4383561643835616
13114,330160,2021/02/26,NY,330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,10305.0,Short Term,36085.0,True,107.0,96.1,POINT (-74.087013 40.584082),40.584082,-74.087013,0.8981308411214953
18018,330385,2021/02/19,NY,330385,NORTH CENTRAL BRONX HOSPITAL,3424 KOSSUTH AVENUE & 210TH STREET,BRONX,10467.0,Short Term,36005.0,True,51.7,35.3,POINT (-73.88108250297297 40.88078958599722),40.88078958599722,-73.88108250297297,0.6827852998065763
18019,330080,2021/02/19,NY,330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,10451.0,Short Term,36005.0,True,77.9,48.0,POINT (-73.924072 40.817681),40.817681,-73.924072,0.6161745827984595
18020,330059,2021/02/19,NY,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,10467.0,Short Term,36005.0,True,206.0,176.3,POINT (-73.879975 40.879777),40.879777,-73.879975,0.8558252427184466
18021,330399,2021/02/19,NY,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,10457.0,Short Term,36005.0,True,56.0,40.0,POINT (-73.892168 40.85277),40.85277,-73.892168,0.7142857142857143
18022,332006,2021/02/19,NY,332006,CALVARY HOSPITAL INC,1740 - 70 EASTCHESTER R0AD,BRONX,10461.0,Long Term,36005.0,True,0.0,0.0,POINT (-73.84404860297437 40.84823562129306),40.84823562129306,-73.84404860297437,
18023,330009,2021/02/19,NY,330009,BRONXCARE HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,10456.0,Short Term,36005.0,True,77.0,45.0,POINT (-73.903756 40.83175),40.83175,-73.903756,0.5844155844155844
18024,330127,2021/02/19,NY,330127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,10461.0,Short Term,36005.0,True,96.4,73.6,POINT (-73.84721 40.857455),40.857455,-73.84721,0.7634854771784231
18058,330202,2021/02/19,NY,330202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,11203.0,Short Term,36047.0,True,54.0,50.7,POINT (-73.944039 40.655773),40.655773,-73.944039,0.938888888888889
18059,330236,2021/02/19,NY,330236,NEW YORK-PRESBYTERIAN BROOKLYN METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,11215.0,Short Term,36047.0,True,75.0,51.7,POINT (-73.979141 40.668263),40.668263,-73.979141,0.6893333333333334
18060,330350,2021/02/19,NY,330350,SUNY HEALTH SCIENCE CENTER AT BROOKLYN UNIVERSITY,445 LENOX ROAD,BROOKLYN,11203.0,Short Term,36047.0,True,26.0,21.1,POINT (-73.94516 40.654457),40.654457,-73.94516,0.8115384615384615
18061,330056,2021/02/19,NY,330056,BROOKLYN HOSPITAL CENTER - DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,11201.0,Short Term,36047.0,True,24.0,16.4,POINT (-73.9774 40.689785),40.689785,-73.9774,0.6833333333333332
18062,330196,2021/02/19,NY,330196,CONEY ISLAND HOSPITAL CENTER,2601 OCEAN PARKWAY,BROOKLYN,11235.0,Short Term,36047.0,True,56.9,43.3,POINT (-73.966285 40.58494),40.58494,-73.966285,0.7609841827768014
18063,330201,2021/02/19,NY,330201,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,11203.0,Short Term,36047.0,True,20.0,19.0,POINT (-73.934072 40.658929),40.658929,-73.934072,0.95
18064,330194,2021/02/19,NY,330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,11219.0,Short Term,36047.0,True,80.0,58.1,POINT (-73.998668 40.63908),40.63908,-73.998668,0.7262500000000001
18065,330396,2021/02/19,NY,330396,WOODHULL MEDICAL & MENTAL HEALTH CENTER,760 BROADWAY,BROOKLYN,11206.0,Short Term,36047.0,True,14.9,15.1,POINT (-73.941557 40.700512),40.700512,-73.941557,1.0134228187919463
18066,330019,2021/02/19,NY,330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",2525 KINGS HIGHWAY,BROOKLYN,11229.0,Short Term,36047.0,True,19.0,17.4,POINT (-73.948321 40.613783),40.613783,-73.948321,0.9157894736842105
18067,330221,2021/02/19,NY,330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,11237.0,Short Term,36047.0,True,28.0,20.6,POINT (-73.917648 40.704699),40.704699,-73.917648,0.7357142857142858
18068,330233,2021/02/19,NY,330233,BROOKDALE HOSPITAL MEDICAL CENTER,1 BROOKDALE PLAZA,BROOKLYN,11212.0,Short Term,36047.0,True,51.3,47.9,POINT (-73.91275 40.6545),40.6545,-73.91275,0.9337231968810916
18069,330397,2021/02/19,NY,330397,INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVENUE,BROOKLYN,11213.0,Short Term,36047.0,True,23.0,14.9,POINT (-73.937154 40.677866),40.677866,-73.937154,0.6478260869565218
18088,330410,2021/02/19,NY,330410,TERENCE CARDINAL COOKE HEALTH CARE CENTER,1249 FIFTH AVENUE,NEW YORK,10029.0,Short Term,36061.0,True,0.0,0.0,POINT (-73.951083 40.794298),40.794298,-73.951083,
18089,330214,2021/02/19,NY,330214,NYU LANGONE HOSPITALS,550 FIRST AVENUE,NEW YORK,10016.0,Short Term,36061.0,True,408.0,323.3,POINT (-73.974661 40.74226),40.74226,-73.974661,0.7924019607843138
18090,330169,2021/02/19,NY,330169,MOUNT SINAI BETH ISRAEL,FIRST AVENUE AT 16TH STREET,NEW YORK,10003.0,Short Term,36061.0,True,61.0,52.0,POINT (-73.9816 40.732665),40.732665,-73.9816,0.8524590163934426
18091,330046,2021/02/19,NY,330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,10019.0,Short Term,36061.0,True,72.4,69.4,POINT (-73.987846 40.770129),40.770129,-73.987846,0.9585635359116023
18092,330101,2021/02/19,NY,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,10065.0,Short Term,36061.0,True,522.9,463.4,POINT (-73.954335 40.76415),40.76415,-73.954335,0.8862115127175368
18093,330199,2021/02/19,NY,330199,METROPOLITAN HOSPITAL CENTER,1901 FIRST AVENUE,NEW YORK,10029.0,Short Term,36061.0,True,23.0,13.9,POINT (-73.943636 40.78472),40.78472,-73.943636,0.6043478260869566
18094,330204,2021/02/19,NY,330204,BELLEVUE HOSPITAL CENTER,462 FIRST AVENUE,NEW YORK,10016.0,Short Term,36061.0,True,112.0,93.1,POINT (-73.97625 40.740079),40.740079,-73.97625,0.8312499999999999
18095,330024,2021/02/19,NY,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,10029.0,Short Term,36061.0,True,258.0,133.4,POINT (-73.95293294771362 40.79025685781565),40.79025685781565,-73.95293294771362,0.5170542635658915
18096,330119,2021/02/19,NY,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,10021.0,Short Term,36061.0,True,111.0,50.3,POINT (-73.960611 40.773964),40.773964,-73.960611,0.45315315315315313
18097,330154,2021/02/19,NY,330154,MEMORIAL HOSPITAL FOR CANCER AND ALLIED DISEASES,1275 YORK AVENUE,NEW YORK,10065.0,Short Term,36061.0,True,40.0,25.7,POINT (-73.955801 40.764044),40.764044,-73.955801,0.6425
18099,330100,2021/02/19,NY,330100,N Y EYE AND EAR INFIRMARY,230 SECOND AVE,NEW YORK,10003.0,Short Term,36061.0,True,0.0,0.0,POINT (-73.984816 40.732559),40.732559,-73.984816,
18100,330240,2021/02/19,NY,330240,HARLEM HOSPITAL CENTER,506 LENOX AVENUE,NEW YORK,10037.0,Short Term,36061.0,True,36.4,23.6,POINT (-73.940495 40.814482),40.814482,-73.940495,0.6483516483516484
18101,332008,2021/02/19,NY,332008,HENRY J CARTER SPECIALTY HOSPITAL,1752 PARK AVENUE,NEW YORK,10035.0,Long Term,36061.0,True,0.0,0.0,POINT (-73.940812 40.80287),40.80287,-73.940812,
18123,330193,2021/02/19,NY,330193,FLUSHING HOSPITAL MEDICAL CENTER,45TH AVENUE AND PARSONS BOULEVARD,FLUSHING,11355.0,Short Term,36081.0,True,36.0,26.3,POINT (-73.815645 40.755636),40.755636,-73.815645,0.7305555555555556
18124,330014,2021/02/19,NY,330014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,11418.0,Short Term,36081.0,True,62.0,48.1,POINT (-73.816302 40.701412),40.701412,-73.816302,0.7758064516129033
18125,330128,2021/02/19,NY,330128,ELMHURST HOSPITAL CENTER,79-01 BROADWAY,ELMHURST,11373.0,Short Term,36081.0,True,83.0,42.7,POINT (-73.88598 40.74434),40.74434,-73.88598,0.5144578313253012
18126,330395,2021/02/19,NY,330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,327 BEACH 19TH STREET,FAR ROCKAWAY,11691.0,Short Term,36081.0,True,25.4,22.4,POINT (-73.75268 40.598675),40.598675,-73.75268,0.8818897637795275
18127,330055,2021/02/19,NY,330055,NEW YORK-PRESBYTERIAN/QUEENS,56-45 MAIN STREET,FLUSHING,11355.0,Short Term,36081.0,True,113.0,63.1,POINT (-73.82525511455265 40.748180495849915),40.748180495849915,-73.82525511455265,0.5584070796460177
18128,330231,2021/02/19,NY,330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,11432.0,Short Term,36081.0,True,39.7,30.3,POINT (-73.803431 40.71698),40.71698,-73.803431,0.7632241813602014
18132,330028,2021/02/19,NY,330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,10310.0,Short Term,36085.0,True,73.0,34.6,POINT (-74.106693 40.63551),40.63551,-74.106693,0.473972602739726
18133,330160,2021/02/19,NY,330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,10305.0,Short Term,36085.0,True,107.3,99.6,POINT (-74.087013 40.584082),40.584082,-74.087013,0.9282385834109972
23037,330059,2021/02/12,NY,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,10467.0,Short Term,36005.0,True,206.0,174.4,POINT (-73.879975 40.879777),40.879777,-73.879975,0.8466019417475729
23038,330385,2021/02/12,NY,330385,NORTH CENTRAL BRONX HOSPITAL,3424 KOSSUTH AVENUE & 210TH STREET,BRONX,10467.0,Short Term,36005.0,True,33.9,34.1,POINT (-73.88108250297297 40.88078958599722),40.88078958599722,-73.88108250297297,1.0058997050147493
23039,330009,2021/02/12,NY,330009,BRONXCARE HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,10456.0,Short Term,36005.0,True,77.0,45.6,POINT (-73.903756 40.83175),40.83175,-73.903756,0.5922077922077922
23040,330127,2021/02/12,NY,330127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,10461.0,Short Term,36005.0,True,100.7,78.0,POINT (-73.84721 40.857455),40.857455,-73.84721,0.7745779543197616
23041,330399,2021/02/12,NY,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,10457.0,Short Term,36005.0,True,56.0,41.3,POINT (-73.892168 40.85277),40.85277,-73.892168,0.7374999999999999
23042,330080,2021/02/12,NY,330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,10451.0,Short Term,36005.0,True,68.0,40.3,POINT (-73.924072 40.817681),40.817681,-73.924072,0.5926470588235294
23043,332006,2021/02/12,NY,332006,CALVARY HOSPITAL INC,1740 - 70 EASTCHESTER R0AD,BRONX,10461.0,Long Term,36005.0,True,32.1,0.0,POINT (-73.84404860297437 40.84823562129306),40.84823562129306,-73.84404860297437,0.0
23077,330397,2021/02/12,NY,330397,INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVENUE,BROOKLYN,11213.0,Short Term,36047.0,True,23.0,17.1,POINT (-73.937154 40.677866),40.677866,-73.937154,0.7434782608695653
23078,330019,2021/02/12,NY,330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",2525 KINGS HIGHWAY,BROOKLYN,11229.0,Short Term,36047.0,True,19.0,18.0,POINT (-73.948321 40.613783),40.613783,-73.948321,0.9473684210526315
23079,330236,2021/02/12,NY,330236,NEW YORK-PRESBYTERIAN BROOKLYN METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,11215.0,Short Term,36047.0,True,75.0,56.0,POINT (-73.979141 40.668263),40.668263,-73.979141,0.7466666666666667
23080,330396,2021/02/12,NY,330396,WOODHULL MEDICAL & MENTAL HEALTH CENTER,760 BROADWAY,BROOKLYN,11206.0,Short Term,36047.0,True,24.4,24.6,POINT (-73.941557 40.700512),40.700512,-73.941557,1.0081967213114755
23081,330350,2021/02/12,NY,330350,SUNY HEALTH SCIENCE CENTER AT BROOKLYN UNIVERSITY,445 LENOX ROAD,BROOKLYN,11203.0,Short Term,36047.0,True,26.0,22.1,POINT (-73.94516 40.654457),40.654457,-73.94516,0.8500000000000001
23082,330056,2021/02/12,NY,330056,BROOKLYN HOSPITAL CENTER - DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,11201.0,Short Term,36047.0,True,24.0,14.7,POINT (-73.9774 40.689785),40.689785,-73.9774,0.6124999999999999
23083,330196,2021/02/12,NY,330196,CONEY ISLAND HOSPITAL CENTER,2601 OCEAN PARKWAY,BROOKLYN,11235.0,Short Term,36047.0,True,54.4,45.4,POINT (-73.966285 40.58494),40.58494,-73.966285,0.8345588235294118
23084,330202,2021/02/12,NY,330202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,11203.0,Short Term,36047.0,True,54.0,47.6,POINT (-73.944039 40.655773),40.655773,-73.944039,0.8814814814814815
23085,330221,2021/02/12,NY,330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,11237.0,Short Term,36047.0,True,28.0,19.6,POINT (-73.917648 40.704699),40.704699,-73.917648,0.7000000000000001
23086,330233,2021/02/12,NY,330233,BROOKDALE HOSPITAL MEDICAL CENTER,1 BROOKDALE PLAZA,BROOKLYN,11212.0,Short Term,36047.0,True,53.9,49.3,POINT (-73.91275 40.6545),40.6545,-73.91275,0.9146567717996289
23087,330194,2021/02/12,NY,330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,11219.0,Short Term,36047.0,True,80.0,59.1,POINT (-73.998668 40.63908),40.63908,-73.998668,0.73875
23088,330201,2021/02/12,NY,330201,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,11203.0,Short Term,36047.0,True,20.0,18.0,POINT (-73.934072 40.658929),40.658929,-73.934072,0.9
23107,330204,2021/02/12,NY,330204,BELLEVUE HOSPITAL CENTER,462 FIRST AVENUE,NEW YORK,10016.0,Short Term,36061.0,True,106.0,93.3,POINT (-73.97625 40.740079),40.740079,-73.97625,0.880188679245283
23108,330214,2021/02/12,NY,330214,NYU LANGONE HOSPITALS,550 FIRST AVENUE,NEW YORK,10016.0,Short Term,36061.0,True,408.0,324.0,POINT (-73.974661 40.74226),40.74226,-73.974661,0.7941176470588235
23109,330100,2021/02/12,NY,330100,N Y EYE AND EAR INFIRMARY,230 SECOND AVE,NEW YORK,10003.0,Short Term,36061.0,True,0.0,0.0,POINT (-73.984816 40.732559),40.732559,-73.984816,
23110,330169,2021/02/12,NY,330169,MOUNT SINAI BETH ISRAEL,FIRST AVENUE AT 16TH STREET,NEW YORK,10003.0,Short Term,36061.0,True,61.0,51.3,POINT (-73.9816 40.732665),40.732665,-73.9816,0.840983606557377
23111,330024,2021/02/12,NY,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,10029.0,Short Term,36061.0,True,258.0,134.9,POINT (-73.95293294771362 40.79025685781565),40.79025685781565,-73.95293294771362,0.5228682170542636
23112,330154,2021/02/12,NY,330154,MEMORIAL HOSPITAL FOR CANCER AND ALLIED DISEASES,1275 YORK AVENUE,NEW YORK,10065.0,Short Term,36061.0,True,40.0,28.3,POINT (-73.955801 40.764044),40.764044,-73.955801,0.7075
23113,330240,2021/02/12,NY,330240,HARLEM HOSPITAL CENTER,506 LENOX AVENUE,NEW YORK,10037.0,Short Term,36061.0,True,27.3,20.6,POINT (-73.940495 40.814482),40.814482,-73.940495,0.7545787545787546
23114,330410,2021/02/12,NY,330410,TERENCE CARDINAL COOKE HEALTH CARE CENTER,1249 FIFTH AVENUE,NEW YORK,10029.0,Short Term,36061.0,True,0.0,0.0,POINT (-73.951083 40.794298),40.794298,-73.951083,
23115,330046,2021/02/12,NY,330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,10019.0,Short Term,36061.0,True,77.3,74.4,POINT (-73.987846 40.770129),40.770129,-73.987846,0.96248382923674
23117,332008,2021/02/12,NY,332008,HENRY J CARTER SPECIALTY HOSPITAL,1752 PARK AVENUE,NEW YORK,10035.0,Long Term,36061.0,True,0.0,0.0,POINT (-73.940812 40.80287),40.80287,-73.940812,
23118,330199,2021/02/12,NY,330199,METROPOLITAN HOSPITAL CENTER,1901 FIRST AVENUE,NEW YORK,10029.0,Short Term,36061.0,True,23.0,13.0,POINT (-73.943636 40.78472),40.78472,-73.943636,0.5652173913043478
23119,330101,2021/02/12,NY,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,10065.0,Short Term,36061.0,True,518.7,454.3,POINT (-73.954335 40.76415),40.76415,-73.954335,0.8758434547908232
23120,330119,2021/02/12,NY,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,10021.0,Short Term,36061.0,True,111.0,55.4,POINT (-73.960611 40.773964),40.773964,-73.960611,0.4990990990990991
23142,330014,2021/02/12,NY,330014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,11418.0,Short Term,36081.0,True,62.0,47.6,POINT (-73.816302 40.701412),40.701412,-73.816302,0.767741935483871
23143,330055,2021/02/12,NY,330055,NEW YORK-PRESBYTERIAN/QUEENS,56-45 MAIN STREET,FLUSHING,11355.0,Short Term,36081.0,True,113.0,60.0,POINT (-73.82525511455265 40.748180495849915),40.748180495849915,-73.82525511455265,0.5309734513274337
23144,330128,2021/02/12,NY,330128,ELMHURST HOSPITAL CENTER,79-01 BROADWAY,ELMHURST,11373.0,Short Term,36081.0,True,83.0,44.1,POINT (-73.88598 40.74434),40.74434,-73.88598,0.5313253012048192
23145,330193,2021/02/12,NY,330193,FLUSHING HOSPITAL MEDICAL CENTER,45TH AVENUE AND PARSONS BOULEVARD,FLUSHING,11355.0,Short Term,36081.0,True,36.0,29.7,POINT (-73.815645 40.755636),40.755636,-73.815645,0.825
23147,330231,2021/02/12,NY,330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,11432.0,Short Term,36081.0,True,38.3,30.1,POINT (-73.803431 40.71698),40.71698,-73.803431,0.7859007832898173
23148,330395,2021/02/12,NY,330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,327 BEACH 19TH STREET,FAR ROCKAWAY,11691.0,Short Term,36081.0,True,23.9,23.7,POINT (-73.75268 40.598675),40.598675,-73.75268,0.9916317991631799
23151,330028,2021/02/12,NY,330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,10310.0,Short Term,36085.0,True,73.0,33.3,POINT (-74.106693 40.63551),40.63551,-74.106693,0.4561643835616438
23152,330160,2021/02/12,NY,330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,10305.0,Short Term,36085.0,True,107.9,98.4,POINT (-74.087013 40.584082),40.584082,-74.087013,0.9119555143651529
28055,330127,2021/02/05,NY,330127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,10461.0,Short Term,36005.0,True,89.4,71.0,POINT (-73.84721 40.857455),40.857455,-73.84721,0.7941834451901566
28056,330399,2021/02/05,NY,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,10457.0,Short Term,36005.0,True,56.0,41.4,POINT (-73.892168 40.85277),40.85277,-73.892168,0.7392857142857142
28057,330009,2021/02/05,NY,330009,BRONXCARE HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,10456.0,Short Term,36005.0,True,77.0,50.1,POINT (-73.903756 40.83175),40.83175,-73.903756,0.6506493506493507
28058,330059,2021/02/05,NY,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,10467.0,Short Term,36005.0,True,206.0,179.1,POINT (-73.879975 40.879777),40.879777,-73.879975,0.8694174757281553
28059,332006,2021/02/05,NY,332006,CALVARY HOSPITAL INC,1740 - 70 EASTCHESTER R0AD,BRONX,10461.0,Long Term,36005.0,True,0.0,0.0,POINT (-73.84404860297437 40.84823562129306),40.84823562129306,-73.84404860297437,
28060,330080,2021/02/05,NY,330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,10451.0,Short Term,36005.0,True,104.9,45.1,POINT (-73.924072 40.817681),40.817681,-73.924072,0.42993326978074353
28061,330385,2021/02/05,NY,330385,NORTH CENTRAL BRONX HOSPITAL,3424 KOSSUTH AVENUE & 210TH STREET,BRONX,10467.0,Short Term,36005.0,True,28.7,23.0,POINT (-73.88108250297297 40.88078958599722),40.88078958599722,-73.88108250297297,0.8013937282229965
28095,330201,2021/02/05,NY,330201,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,11203.0,Short Term,36047.0,True,20.0,19.4,POINT (-73.934072 40.658929),40.658929,-73.934072,0.97
28096,330397,2021/02/05,NY,330397,INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVENUE,BROOKLYN,11213.0,Short Term,36047.0,True,23.0,18.6,POINT (-73.937154 40.677866),40.677866,-73.937154,0.8086956521739131
28097,330202,2021/02/05,NY,330202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,11203.0,Short Term,36047.0,True,54.0,48.9,POINT (-73.944039 40.655773),40.655773,-73.944039,0.9055555555555556
28098,330221,2021/02/05,NY,330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,11237.0,Short Term,36047.0,True,28.0,19.4,POINT (-73.917648 40.704699),40.704699,-73.917648,0.6928571428571428
28099,330236,2021/02/05,NY,330236,NEW YORK-PRESBYTERIAN BROOKLYN METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,11215.0,Short Term,36047.0,True,75.0,56.7,POINT (-73.979141 40.668263),40.668263,-73.979141,0.756
28100,330194,2021/02/05,NY,330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,11219.0,Short Term,36047.0,True,80.0,56.3,POINT (-73.998668 40.63908),40.63908,-73.998668,0.70375
28101,330019,2021/02/05,NY,330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",2525 KINGS HIGHWAY,BROOKLYN,11229.0,Short Term,36047.0,True,20.0,19.9,POINT (-73.948321 40.613783),40.613783,-73.948321,0.9949999999999999
28102,330196,2021/02/05,NY,330196,CONEY ISLAND HOSPITAL CENTER,2601 OCEAN PARKWAY,BROOKLYN,11235.0,Short Term,36047.0,True,56.3,50.1,POINT (-73.966285 40.58494),40.58494,-73.966285,0.8898756660746004
28103,330233,2021/02/05,NY,330233,BROOKDALE HOSPITAL MEDICAL CENTER,1 BROOKDALE PLAZA,BROOKLYN,11212.0,Short Term,36047.0,True,53.9,46.7,POINT (-73.91275 40.6545),40.6545,-73.91275,0.8664192949907237
28104,330350,2021/02/05,NY,330350,SUNY HEALTH SCIENCE CENTER AT BROOKLYN UNIVERSITY,445 LENOX ROAD,BROOKLYN,11203.0,Short Term,36047.0,True,35.7,16.0,POINT (-73.94516 40.654457),40.654457,-73.94516,0.44817927170868344
28105,330056,2021/02/05,NY,330056,BROOKLYN HOSPITAL CENTER - DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,11201.0,Short Term,36047.0,True,24.0,16.0,POINT (-73.9774 40.689785),40.689785,-73.9774,0.6666666666666666
28106,330396,2021/02/05,NY,330396,WOODHULL MEDICAL & MENTAL HEALTH CENTER,760 BROADWAY,BROOKLYN,11206.0,Short Term,36047.0,True,15.7,17.9,POINT (-73.941557 40.700512),40.700512,-73.941557,1.1401273885350318
28125,330100,2021/02/05,NY,330100,N Y EYE AND EAR INFIRMARY,230 SECOND AVE,NEW YORK,10003.0,Short Term,36061.0,True,0.0,0.0,POINT (-73.984816 40.732559),40.732559,-73.984816,
28126,330214,2021/02/05,NY,330214,NYU LANGONE HOSPITALS,550 FIRST AVENUE,NEW YORK,10016.0,Short Term,36061.0,True,408.0,340.3,POINT (-73.974661 40.74226),40.74226,-73.974661,0.8340686274509804
28127,330154,2021/02/05,NY,330154,MEMORIAL HOSPITAL FOR CANCER AND ALLIED DISEASES,1275 YORK AVENUE,NEW YORK,10065.0,Short Term,36061.0,True,40.0,30.7,POINT (-73.955801 40.764044),40.764044,-73.955801,0.7675
28128,330410,2021/02/05,NY,330410,TERENCE CARDINAL COOKE HEALTH CARE CENTER,1249 FIFTH AVENUE,NEW YORK,10029.0,Short Term,36061.0,True,0.0,0.0,POINT (-73.951083 40.794298),40.794298,-73.951083,
